row_index,meteo_rain_height,meteo_evapotranspiration_grid,meteo_sunshine_%,meteo_temperature_avg,meteo_temperature_min,meteo_temperature_max,meteo_humidity_avg,meteo_humidity_min,meteo_pressure_avg,meteo_frost_duration,meteo_humidity_duration_below_40%,meteo_humidity_duration_above_80%,meteo_radiation_direct,meteo_radiation,meteo_if_snow,meteo_snow_height,meteo_snow_thickness_max,piezo_station_investigation_depth,piezo_station_altitude,piezo_station_longitude,piezo_station_latitude,piezo_obtention_mode,total_volume,largest_ratio,volume_mean,volume_variance,mean_longitude,mean_latitude,measurement_type_ratio,drinking_water_count,irrigation_count,industry_count,energy_count,channels_count,turbined_water_count,usage_CANAUX,usage_EAU POTABLE,usage_EAU TURBINEE (barrage),usage_ENERGIE,"usage_INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",usage_IRRIGATION
10,0.0,0.9,90.0,3.5,-0.6,10.1,64.0,38.0,1031.8083686440677,339.0,21.0,362.0,1306.0,699.0,0.0,0.0,0.0,15.0,246.31,5.68701235697509,45.8741934000865,Valeur mesurée,43207076888.0,0.2486431855329634,10578105576.0,3.3128760798271116e+16,5.819026585754666,45.96335692290946,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
11,0.0,0.2,0.0,-1.2,-2.2,0.0,97.0,97.0,1034.4,1440.0,0.0,1440.0,208.81578947368422,184.0,0.0,0.0,0.0,,197.96,5.37237247937614,45.8774796137497,Valeur mesurée,15470433740.0,0.8074767951528682,4996936072.0,4.223655606626259e+19,5.352027780782593,45.91090931758672,0.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0
12,0.0,0.1,14.958208955223881,-0.8,-2.1,0.4,90.17138434321097,77.01987632508833,1031.8083686440677,1103.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,23.0,223.87,5.18713262971692,46.1909541655103,Valeur mesurée,955755971.0,0.9691888181779406,314214334.6666667,2.8102736138771834e+17,5.190083165527159,46.13940397306002,0.0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0
13,,0.0,14.958208955223881,-0.6,-1.4,0.6,99.0,99.0,,1228.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,19.0,195.0,5.09963463814513,45.8368967482732,Valeur mesurée,14773028810.0,0.8116431925512504,4753678733.666667,3.9469034202429645e+19,5.090587189478883,45.793074792706584,0.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0
14,0.0,0.2,0.0,-1.2,-2.2,0.0,97.0,97.0,1034.4,1440.0,0.0,1440.0,208.81578947368422,184.0,0.0,0.0,0.0,8.0,224.0,5.27617215763516,45.9638739197992,Valeur mesurée,17570475331.0,0.7109663239423036,5423566630.333333,3.7572633984799924e+19,5.366875547452595,45.921253035020264,0.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0
15,0.2,0.0,14.958208955223881,-1.1,-2.1,-0.2,90.17138434321097,77.01987632508833,1031.0110429447852,1440.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,19.0,280.0,5.03143578995764,46.0056049924038,Valeur mesurée,749749403.0,0.9311430875524151,238464713.33333334,1.5849316346966176e+17,5.060818790423601,45.95355806255615,0.0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0
16,0.4,0.0,14.958208955223881,-0.1,-1.5,0.9,90.17138434321097,77.01987632508833,1031.0110429447852,691.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,12.0,184.0,5.10664595385254,46.4029467906164,Valeur mesurée,82381031.0,0.719061916085998,24832914.333333332,927592313397976.5,4.985113016278094,46.43103536964271,0.0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0
17,0.0,0.0,0.0,-0.2,-1.5,0.5,99.0,98.0,1034.1,922.0,0.0,1440.0,208.81578947368422,152.0,0.0,0.0,0.0,9.0,179.0,4.92733683491122,46.2531918478373,Valeur mesurée,860079920.0,0.9592630798775073,280359116.3333333,2.2254545766566835e+17,4.865079375125411,46.2442538162627,0.0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.2,-1.5,0.5,99.0,98.0,1034.1,922.0,0.0,1440.0,208.81578947368422,152.0,0.0,0.0,0.0,9.0,174.89,4.85565826196734,46.2925797713296,Valeur mesurée,858287040.0,0.9612668892215825,280359116.3333333,2.2254545766566835e+17,4.865079375125411,46.2442538162627,0.0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0
19,0.2,0.0,14.958208955223881,0.5,-1.2,1.2,99.0,94.0,1031.0110429447852,366.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,19.95,94.0,3.99896203374192,49.5701589598057,Valeur mesurée,107362737.0,0.7364156522947063,31068974.333333332,1765596852783296.5,4.036464802007445,49.45036737302568,0.0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0
20,0.4,0.1,14.958208955223881,0.4,-0.9,2.4,98.0,91.0,1031.0110429447852,483.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,12.53,189.0,3.58544893177343,48.9871119614491,Valeur mesurée,13527613.0,0.12863718085371012,1580096.0,19213922523.0,3.506601572728986,48.96719381356176,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
21,0.6,0.0,14.958208955223881,0.8,-4.4,3.3,90.17138434321097,77.01987632508833,1031.0110429447852,442.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,38.5,138.0,3.09820668837218,49.2492204091364,Valeur mesurée,177385523.0,0.5434152594290347,50334293.0,1830054892590547.0,3.08437937637528,49.12881148746388,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
22,0.2,0.0,14.958208955223881,1.5,-1.6,2.1,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,12.23,219.0,4.03581172408548,49.8384963750084,Valeur mesurée,5671685.0,0.30975715329747683,969897.0,485019749452.0,4.034698613667711,49.99452925662666,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
23,0.5,,,,,,,,1031.0110429447852,,,,,,,,,32.5,125.0,3.51321897701631,49.2029179932507,Valeur mesurée,10573943.0,0.27388572077606244,1337532.3333333333,1829711171270.3333,3.4661078303798116,49.14226554928305,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
24,0.0,0.0,14.958208955223881,0.6,-0.1,1.1,99.0,88.0,1031.8083686440677,294.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,21.03,182.0,3.77409038966949,49.9951273330588,Valeur mesurée,91314459.0,0.4494468942755276,23433666.666666668,232513640333333.34,3.6289267046591274,49.954839929625024,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
25,0.5,,,,,,,,1031.0110429447852,,,,,,,,,18.74,124.0,3.38069714691001,49.1669639063263,Valeur mesurée,14146733.0,0.20471525121736586,1761257.6666666667,1264255222366.3335,3.393096991468838,49.137054210720954,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
26,0.5,,,,,,,,1031.0110429447852,,,,,,,,,19.18,85.0,3.41498532923408,49.3556006366428,Valeur mesurée,89534976.0,0.410864576542691,25489850.666666668,382859803642401.3,3.4150304003245555,49.4504389535117,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
27,0.1,,,,,,,,1031.8083686440677,,,,,,,,,32.3,99.0,3.86369554850709,49.5212768580022,Valeur mesurée,95347646.0,0.8292139692677888,26932129.333333332,2038269453626706.5,4.019184458125535,49.444697767713535,0.0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
28,0.4,0.1,14.958208955223881,0.4,-0.9,2.4,98.0,91.0,1031.0110429447852,483.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,47.17,223.0,3.48385797803689,49.0024746549491,Valeur mesurée,13643450.0,0.12754501244186772,1580096.0,19213922523.0,3.506601572728986,48.96719381356176,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
29,0.2,0.0,14.958208955223881,0.8,-0.6,1.6,97.0,85.0,1031.0110429447852,,0.0,1440.0,208.81578947368422,344.46149253731346,,,,67.57,133.0,3.57080815229847,49.7976158750901,Valeur mesurée,86570885.0,0.47407393374804935,23433666.666666668,232513640333333.34,3.5792098906976952,49.91359652471359,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
30,0.1,,,,,,,,1031.8083686440677,,,,,,,,,28.2,102.0,3.85408613317658,49.6691134486842,Valeur mesurée,11543592.0,0.030548030457070902,310643.6666666667,1658434962.3333333,3.8118420708961787,49.65622824211886,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
31,0.5,,,,,,,,1031.0110429447852,,,,,,,,,15.75,153.0,3.26419706444467,49.112563829187,Valeur mesurée,174274064.0,0.5531173014935831,50334293.0,1830054892590547.0,3.08437937637528,49.12881148746388,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
32,0.2,0.0,14.958208955223881,0.5,-1.2,1.2,99.0,94.0,1031.0110429447852,366.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,26.1,86.0,3.9190364988278,49.4880323712711,Valeur mesurée,109406264.0,0.7226606330328581,31068974.333333332,1765596852783296.5,4.036464802007445,49.45036737302568,0.0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0
33,0.2,0.0,14.958208955223881,0.8,-0.6,1.6,97.0,85.0,1031.0110429447852,,0.0,1440.0,208.81578947368422,344.46149253731346,,,,175.0,137.0,3.65682068716626,49.7380664175975,Valeur mesurée,90027336.0,0.4558726473923431,23433666.666666668,232513640333333.34,3.5792098906976952,49.91359652471359,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
34,0.2,0.0,14.958208955223881,0.8,-0.6,1.6,97.0,85.0,1031.0110429447852,,0.0,1440.0,208.81578947368422,344.46149253731346,,,,14.4,82.2,3.60072883856108,49.5722749425598,Valeur mesurée,3407300902.0,0.9849673088837165,1131459081.6666667,3.712014776256388e+18,3.60237417083546,49.47978155451461,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
35,0.0,,,,,,,,1031.8083686440677,,,,,,,,,27.87,147.0,3.63287636218181,49.9881532839873,Valeur mesurée,131556278.0,0.3119653476362413,32237333.333333332,232513640333333.3,3.599341936928988,49.93794968173904,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,55.48,135.0,3.22287973577719,49.9878800094647,Valeur mesurée,118302183.0,0.7932882946039973,33414529.666666668,2739146977236536.0,3.1786770477325894,49.91498985269347,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
37,0.0,,,,,,,,1031.8083686440677,,,,,,,,,65.15,150.0,3.45199559223322,49.9379930827255,Valeur mesurée,87343571.0,0.46988003272730855,23433666.666666668,232513640333333.34,3.5792098906976952,49.91359652471359,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
38,0.6,0.0,14.958208955223881,0.8,-4.4,3.3,90.17138434321097,77.01987632508833,1031.0110429447852,442.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,29.3,138.0,3.09996913073343,49.301008549239,Valeur mesurée,172518795.0,0.5587449181986229,50334293.0,1830054892590547.0,3.08437937637528,49.12881148746388,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
39,0.2,0.0,14.958208955223881,0.5,-1.2,1.2,99.0,94.0,1031.0110429447852,366.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,29.6,188.0,4.04593347190513,49.7422074720254,Valeur mesurée,6665461.0,0.06496999982446826,371894.3333333333,4366115385.333334,4.070224732851739,49.86487370474554,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
40,0.0,,,,,,,,1031.8083686440677,,,,,,,,,16.6,98.0,3.40215657860893,49.9006816966691,Valeur mesurée,88030028.0,0.46621591441502214,23433666.666666668,232513640333333.34,3.5792098906976952,49.91359652471359,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
41,0.2,0.0,14.958208955223881,1.5,-1.6,2.1,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,17.29,200.0,4.09999300873416,49.90650999347,Valeur mesurée,7948006.0,0.25865871263811324,1510819.0,491640634732.0,4.088496859966974,50.05239825549156,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0
42,0.0,,,,,,,,1031.8083686440677,,,,,,,,,20.0,147.0,3.46972718674381,50.0166981929344,Valeur mesurée,131761904.0,0.31147849836778313,32237333.333333332,232513640333333.3,3.599341936928988,49.93794968173904,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
43,0.4,0.1,14.958208955223881,0.4,-0.9,2.4,98.0,91.0,1031.0110429447852,483.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,86.5,173.0,3.36865524470625,49.1286002220477,Valeur mesurée,7821791.0,0.22247513389196924,892098.6666666666,571617200312.3333,3.42778531266521,48.999730212837015,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
44,0.5,,,,,,,,1031.0110429447852,,,,,,,,,19.7,175.0,3.35042699420218,49.1235798180079,Valeur mesurée,8666317.0,0.20079510131004902,891617.0,572489988019.0,3.3622677907690304,48.98210785142311,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
45,0.5,,,,,,,,1031.0110429447852,,,,,,,,,7.15,45.0,3.413298,49.376989,Valeur mesurée,89586527.0,0.4106281517085711,25489850.666666668,382859803642401.3,3.4150304003245555,49.4504389535117,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
46,0.0,0.0,14.958208955223881,0.6,-0.1,1.1,99.0,88.0,1031.8083686440677,294.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,73.5,104.2,3.78616262834109,49.7953534508072,Valeur mesurée,23310727.0,0.6276080535797961,5608967.333333333,61659117181641.34,3.736793065726673,49.827087121435795,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
47,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,34.63,111.5,3.31173896059077,49.7925629616709,Valeur mesurée,76050273.0,0.6848469827320672,19380626.0,802075423538908.0,3.3316736900978454,49.76333658362028,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
48,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,58.0,121.0,3.36476452880171,49.831430932855,Valeur mesurée,60670290.0,0.6764595982646531,15700026.0,481625007745708.0,3.433096813012654,49.854069321150945,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
49,0.2,0.0,14.958208955223881,0.8,-0.6,1.6,97.0,85.0,1031.0110429447852,,0.0,1440.0,208.81578947368422,344.46149253731346,,,,7.18,109.0,3.49531096882777,49.5563451155437,Valeur mesurée,3450047029.0,0.9727635512762165,1143217833.3333333,3.6725692264985216e+18,3.4929408613144446,49.460174108749094,0.0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0
50,0.1,,,,,,,,1031.8083686440677,,,,,,,,,50.0,82.0,3.73336601621212,49.6149860697021,Valeur mesurée,17449649.0,0.08656305923402814,723703.0,464779733377.0,3.694758507209148,49.59110598302002,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
51,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,24.0,91.0,3.10043244951457,49.8413164169935,Valeur mesurée,208211281.0,0.45073320018620894,60801763.333333336,2495791742074430.0,3.0777991561577664,49.973670762517514,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
52,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,25.04,120.5,3.31513687697977,49.9678987332569,Valeur mesurée,116380265.0,0.8063887550006867,33302271.666666668,2749316314616602.0,3.3224907383645093,49.90811676315954,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
53,0.9,,,,,,,,1031.0110429447852,,,,,,,,,38.0,186.0,3.5360141371793,49.4520762164246,Valeur mesurée,3410758269.0,0.9839688817888489,1131920934.0,3.7104498080052265e+18,3.5343399454871025,49.41265866840019,0.0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
54,0.0,0.0,0.0,0.8,-0.8,1.6,96.0,87.0,1031.6,112.0,0.0,1440.0,208.81578947368422,117.0,0.0,0.0,0.0,34.0,89.0,3.10058880031583,49.7848087020643,Valeur mesurée,89912626.0,0.5792601363906332,20691202.333333332,741846333247826.4,3.055893880919901,49.74159768024753,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0
55,0.2,0.0,14.958208955223881,1.5,-1.6,2.1,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,8.0,215.0,4.06636122585651,49.953581477031,Valeur mesurée,8271179.0,0.24855235269361237,1510819.0,491640634732.0,4.088496859966974,50.05239825549156,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0
56,0.0,0.0,14.958208955223881,0.6,-0.1,1.1,99.0,88.0,1031.8083686440677,294.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,25.77,170.0,3.76608614518439,49.8681573060629,Valeur mesurée,76154849.0,0.5389151254176868,23433666.666666668,232513640333333.34,3.6289267046591274,49.954839929625024,0.0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
57,0.4,,,,,,,,1031.0110429447852,,,,,,,,,11.7,97.5,3.33170814370471,49.572928675412,Valeur mesurée,108164208.0,0.48151602977576463,30588534.0,633647455890868.0,3.3063731107100445,49.496125301989544,0.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
58,0.2,0.4,14.958208955223881,1.4,-3.8,8.3,90.17138434321097,77.01987632508833,1031.0110429447852,597.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,8.0,237.2,3.40173003436263,46.2728651316311,Valeur mesurée,466099022.0,0.5290210306427118,128992820.33333333,1.0502163281802132e+16,3.2529663817410106,46.20731086616248,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
59,1.5,,,2.4,-0.9,5.7,,,1028.0926966292134,,,,,,,0.0,0.0,11.41,213.12,3.33188933064519,46.4992508072316,Valeur mesurée,78864953.0,0.6223164680006846,17710675.0,738310171481392.0,3.3091363136491485,46.39230162268526,0.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0
60,0.0,0.1,14.958208955223881,2.2,-1.3,5.9,97.0,84.0,1032.7,431.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,12.9,215.66,3.35803444912538,46.484443132378,Valeur mesurée,79771557.0,0.615243839354922,17710675.0,738310171481392.0,3.3091363136491485,46.39230162268526,0.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0
61,0.0,0.0,14.958208955223881,2.2,-1.3,4.4,90.17138434321097,77.01987632508833,1031.8083686440677,431.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,12.97,213.0,3.734891,46.568382,Valeur mesurée,11247583.0,0.07721899007102237,566010.0,73083957273.0,3.755336978262681,46.56504203496177,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
62,0.8,0.0,14.958208955223881,4.2,-1.9,7.6,90.17138434321097,77.01987632508833,1031.0110429447852,60.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,29.0,215.0,2.67950595126554,46.6826149253143,Valeur mesurée,3903976.0,0.1634938329538911,503158.6666666667,32242960325.333336,2.5845382195016735,46.63769531937126,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
63,1.5,,,2.4,-0.9,5.7,,,1028.0926966292134,,,,,,,0.0,0.0,8.3,213.34,3.33771230174446,46.4970673360067,Valeur mesurée,79182360.0,0.6198218769938153,17710675.0,738310171481392.0,3.3091363136491485,46.39230162268526,0.0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0
64,0.2,0.1,14.958208955223881,1.8,-2.5,6.6,90.17138434321097,77.01987632508833,1031.0110429447852,585.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,10.4,222.2,3.33005057562497,46.4051427191515,Valeur mesurée,219099012.0,0.37300055008919897,63160411.666666664,281493028954076.3,3.275487465171843,46.24910820987832,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
65,0.0,,,,,,,,1031.8083686440677,,,,,,,0.0,0.0,14.92,202.82,3.623314,46.718143,Valeur mesurée,37506570.0,0.6343688585759775,8473388.333333334,176032439272108.34,3.458758844733562,46.827232677465815,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
66,0.0,,,,,,,,1031.8083686440677,,,,,,,0.0,0.0,1307.0,199.0,3.63492732541608,46.7267273795757,Valeur mesurée,37066311.0,0.6419036412876372,8473388.333333334,176032439272108.34,3.458758844733562,46.827232677465815,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
